coin_page,coin_page-href,id_number,region,city,cabinet,catref,date_range,local_date,magistrate,alliance_coin,ob_inscription,ob_type,re_inscription,re_type,metal,average_diameter,average_die_axis,average_weight,notes,obverse-src,reverse-src,monogram_ob1-src,monogram_re1-src,monogram_ob2-src,monogram_re2-src
"2073","http://web3.forest.usf.edu/main/other/severan/spc/2073/","2073","Asia Minor","Samos","Hunterian","1789","222-235","","","Convention of Miletus","ΙΟΛΙΑ ΜΑΜΕΑ CEB","Draped bust of Julia Mamaea r.","CAMIΩΝ","Tyche standing l. holding rudder and cornucopiae","AE","","6","10.20","cf. SNG Cop. 1752
M. 2, 408, 22","http://web3.forest.usf.edu/main/other/severan/images/db/2073a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2073b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2073c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2073d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2073e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2073f.jpg"
"2340","http://web3.forest.usf.edu/main/other/severan/spc/2340/","2340","Asia Minor","Tarsus","France","1560","218-222","","","","AVT KAI M AVP ANTΩNEINOC","Laur. head of Elagabalus r.; above, a star","On the circumference, TAPCOV THC MHTPOΠΟΛΕ ΓΒ","Crown of the demiurge inscribed with ΔΗΜΙ","AE","","","8.83","Seyrig 1964","http://web3.forest.usf.edu/main/other/severan/images/db/2340a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2340b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2340c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2340d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2340e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2340f.jpg"
"2452","http://web3.forest.usf.edu/main/other/severan/spc/2452/","2452","Asia Minor","Αnazarbus","France","2095","230/231","249","","","[AVTO K M A CEV AΛΕΞΑΝΔΡΟC]","Laur. bust of Severus Alexander r.","ANAZ...  ΓΒ ΕΤ ΘΜC","Nike standing in a biga walking r.","AE","","","11.42","Same coin as SNG Levante 1465.- Ziegler, Anazarbos, 598, 2.","http://web3.forest.usf.edu/main/other/severan/images/db/2452a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2452b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2452c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2452d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2452e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2452f.jpg"
"2600","http://web3.forest.usf.edu/main/other/severan/spc/2600/","2600","Asia Minor","Tarsus","Levante","1065","198-217","","","","AVT.ΚAI M AVP CEVHPOC ANTΩΝEΙΝOC CEB Π Π","Bust of Caracalla, wearing garments and crown of demiourgos","ANTΩ[ΝΕΙΝΙΑΝΗC CEVHP AΔΡ]ΤΑΡ...","Demiourgos crown decorated with [A] M.K.B. KO[IN] EΛ.Ε.V.Θ.Ε; within, [A]MK Γ[Β] ΚΟΙ ΕΛΕ","AE","","","14.45","Same dies as Ziegler, Prestige, pl. 10, 95 (BM).  Cf. also Wadd. 4650.","http://web3.forest.usf.edu/main/other/severan/images/db/2600a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2600b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2600c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2600d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2600e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2600f.jpg"
"2061","http://web3.forest.usf.edu/main/other/severan/spc/2061/","2061","Asia Minor","Ephesus","Hunterian","1723","222-235","","","Convention of Ephesus","IOYΛΙΑ  ΜΑΜΑΙΑ CEB","Draped bust of Julia Mamaea r.","AΠΗΜΗ ΙΕΡΑ ΕΦΕCΙΩΝ","Carpentum (sacred wagon with canopy), drawn by two horses","AE","","6","10.63","SNG vA 1911
obv. die of SNG vA 1911; M. 2, 335, 62 (rev pl. 50.19): (obv. uncertain cmk. in error)","http://web3.forest.usf.edu/main/other/severan/images/db/2061a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2061b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2061c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2061d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2061e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2061f.jpg"
"2454","http://web3.forest.usf.edu/main/other/severan/spc/2454/","2454","Asia Minor","Αnazarbus","France","2097","230/231","249","","","IOVΛ MAMAIAN CEB","Bust of Julia Mamaea r., on a crescent; legend","ANAZENΔΟΞ Μ(symbol)Ρ ΓΒ","Facade of a decastyle temple","AE","","","12.55","Symbol in Rev. legend found below in Monogram RE1
Ziegler, Anazarbos, 514, 3.","http://web3.forest.usf.edu/main/other/severan/images/db/2454a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2454b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2454c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2454d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2454e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2454f.jpg"
"2448","http://web3.forest.usf.edu/main/other/severan/spc/2448/","2448","Asia Minor","Αnazarbus","France","2091","230/231","249","","","[AVT KA M AVP] CEO AΛΕΞΑΝΔΡΟC","Laur. bust of Severus Alexander r.","ANAZAPBOV MHTPOΠΟΛΕ ΕΤ ΘΜC ΓΒ","Draped feminine personage, wearing a calathos, a two-headed axe on her shoulders, standing to l., in front of a bull","AE","","","19.31","Wadd. 4144. - Ziegler, Anazarbos, 633, 2.","http://web3.forest.usf.edu/main/other/severan/images/db/2448a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2448b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2448c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2448d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2448e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2448f.jpg"
"2420","http://web3.forest.usf.edu/main/other/severan/spc/2420/","2420","Asia Minor","Αnazarbus","France","2063","218-222","","","","AV K M AVP ANTΩΝΕΙΝΟC CEB","Laur. bust of Elagabalus r.","ANAZAPBOV MHTPO AMK","Lion attacking bull r.","AE","","","11.95","Wadd. 4127. - Ziegler, Anazarbos, 435, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2420a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2420b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2420c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2420d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2420e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2420f.jpg"
"2281","http://web3.forest.usf.edu/main/other/severan/spc/2281/","2281","Asia Minor","Tarsus","France","1501","198-217","","","","AVT K M AVP CEVHPOC ANTΩΝΕΙΝOC C","Laur. head of Caracalla R.; legend","ΚΟΙΝΟΒΟVΛΙΟΝ ΕΛΕVΘ ΤΑΡCE","Athena sitting L, leaning on her shield placed on a throne, depositing her votes in a urn placed on an altar; legend","AR","","","4.53","","http://web3.forest.usf.edu/main/other/severan/images/db/2281a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2281b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2281c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2281d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2281e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2281f.jpg"
"2283","http://web3.forest.usf.edu/main/other/severan/spc/2283/","2283","Asia Minor","Tarsus","France","1503","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC CEB Π Π","Laur. bust of Caracalla R.","...ANHC CEVH AΔΡ ΜΗΤ ΤΑΡCOV ΔΕΚ","She-wolf standing r., nursing the Twins","AE","","","19.02","The letters ΔΕΚ may signify: ΔΩΡΕΑΙC ΕΞΑΙΡΕΤΟΙC (TETEIMENH) KOINOBOVΛΙΟΝ= honored by extraordinary gifts and by the reunion of the assembly. Cf. Weiss, Kilikien.","http://web3.forest.usf.edu/main/other/severan/images/db/2283a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2283b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2283c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2283d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2283e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2283f.jpg"
"2328","http://web3.forest.usf.edu/main/other/severan/spc/2328/","2328","Asia Minor","Tarsus","France","1548","217-218","","","","AVT K M OΠ CE MAKPINOC","Laur. bust of Macrinus r.","TVXH TAPCOV MHT AMK","Tyche wearing a turreted crown and veil sitting l. on rocks, holding corn-ears and a poppy (?), at her feet, swims the river god Kydnos","AR","","","6.21","","http://web3.forest.usf.edu/main/other/severan/images/db/2328a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2328b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2328c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2328d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2328e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2328f.jpg"
"2592","http://web3.forest.usf.edu/main/other/severan/spc/2592/","2592","Asia Minor","Tarsus","Levante","1057","198-217","","","","AVT KAI M AVP CEOVHPOC ANTΩΝΕΙΝOC CEB ΠΠ","Bust of Caracalla, wearing garments and crown of demiourgos","ΑΝΤΩΝΙΑΝΗC CEVH AΔΡ ΜΗΤΡ ΤΑΡCOV ΓΒ","Herakles raising Antaios; at r. club","AE","","","13.16","For Caracalla as demiourgos, cf. n. 1040.","http://web3.forest.usf.edu/main/other/severan/images/db/2592a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2592b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2592c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2592d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2592e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2592f.jpg"
"2409","http://web3.forest.usf.edu/main/other/severan/spc/2409/","2409","Asia Minor","Αnazarbus","France","2052","202/203","221","","","[ΦΟV] ΠΛΑVTIΛΛΑ [CE]","Βust of Plautilla r.","ANAZPBEΩΝ ΝΕΩ ΕΤ ΑΚC","Dike standing l., holding a scale and leaning on a long torch","AE","","","9.22","Hanscotte. - Ziegler, Anazarbos, 299, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2409a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2409b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2409c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2409d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2409e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2409f.jpg"
"2725","http://web3.forest.usf.edu/main/other/severan/spc/2725/","2725","Asia Minor","Anazarbus","Levante","1448","222-235","","","","AV K ΑΛΕΞΑΝΔΡΟC","Bust of Severus Alexander, laur.","ANAZ MHTP AMK ΓΒ","Temple with seven columns","AE","","","4.41","","http://web3.forest.usf.edu/main/other/severan/images/db/2725a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2725b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2725c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2725d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2725e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2725f.jpg"
"2618","http://web3.forest.usf.edu/main/other/severan/spc/2618/","2618","Asia Minor","Tarsus","Levante","1083","218-222","","","","AVT K M AV ANTΩΝΕΙΝOC","Head of Elagabalus, laur.","TAPCOV AMK","","AE","","","3.82","","http://web3.forest.usf.edu/main/other/severan/images/db/2618a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2618b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2618c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2618d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2618e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2618f.jpg"
"2289","http://web3.forest.usf.edu/main/other/severan/spc/2289/","2289","Asia Minor","Tarsus","France","1509","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC CEB Π Π","Laur. bust of Caracalla R.","ANTΩΝΙΑΝΗC CEVH AΔΡ MHTPO TAPCOV AMK ΓΒ","Triptolemus in the character of a sower, standing in a biga dragged by two winged serpents r.","AE","","","23.07","","http://web3.forest.usf.edu/main/other/severan/images/db/2289a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2289b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2289c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2289d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2289e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2289f.jpg"
"2571","http://web3.forest.usf.edu/main/other/severan/spc/2571/","2571","Asia Minor","Tarsus","Levante","1036","198-217","","","","AVT KΑΙ Μ AVP CEVHPOC ANTΩΝΕΙΝΟC CEB Π Π","Head of Caracalla, laur.","ΑΔΡ CEVHP ANTΩΝΕΙΝΟVΠΟΛ ΤΑΡCOV MHTPO ΚΟΙΝΟΒΟVΛΙΟΝ ΓΒ","Koinoboulion, between two temples surmounted by eagles","AE","","","21.93","II.  City-titulature with ΑΝΤΩΝΕΙΝΟVΠΟΛΙC, 212/215","http://web3.forest.usf.edu/main/other/severan/images/db/2571a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2571b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2571c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2571d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2571e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2571f.jpg"
"2345","http://web3.forest.usf.edu/main/other/severan/spc/2345/","2345","Asia Minor","Tarsus","France","1565","218-222","","","","AVT KAI M AVP ANTΩΝΕΙΝΟC CE","Laur. bust of Elagabalus r, above, two stars","On the circumference, TAPCOV MHTPOΠΟΛΕ ΑΜΚ; ΓΒ","Crown of the demiurge placed on an altar; to r., crown of the Cilicarch decorated by six (or seven?) imperial heads and ΓΒ","AE","","","14.32","","http://web3.forest.usf.edu/main/other/severan/images/db/2345a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2345b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2345c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2345d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2345e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2345f.jpg"
"2443","http://web3.forest.usf.edu/main/other/severan/spc/2443/","2443","Asia Minor","Αnazarbus","France","2086","222-235","","","","AVT K M A CE AΛΕΞΑΝΔΡΟC","Laur. bust of Severus Alexander r.","ΑΝΑΖ M(symbol)P ΕΝΔΟΞ Γ(symbol) (sic)","Tyche sitting l., in a distyle temple; at her feet, swims the river god Pyramos","AE","","","24.24","Symbols from Rev. legend found below in Monograms RE1 and RE2
Same coins as SNG Levante 1462. - Price-Trell, fig. 339. - Ziegler, Anazarbos, 539, 4.","http://web3.forest.usf.edu/main/other/severan/images/db/2443a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2443b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2443c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2443d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2443e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2443f.jpg"
"2687","http://web3.forest.usf.edu/main/other/severan/spc/2687/","2687","Asia Minor","Anazarbus","Levante","1410","213/214","232","","","AVT.K.M.AV.CEOVHPOC ΑΝΤΩNEINOC CEB","Bust of Caracalla, laur.","ANAZAPBOV MHTPOΠΟΛΕWC ΓΒ ΕΤ ΒΛC; KOINOBOVΛΙΟΝ","Koinoboulion seated, holding cornucopiae and dropping pebble into vase; at l. tree","AE","","","22.62","Rev. For KOINOBOVΛΙΟΝ, cf. n. 1034 (Tarsus) from the same time.","http://web3.forest.usf.edu/main/other/severan/images/db/2687a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2687b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2687c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2687d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2687e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2687f.jpg"
"2413","http://web3.forest.usf.edu/main/other/severan/spc/2413/","2413","Asia Minor","Αnazarbus","France","2056","217-218","","","","M OΠ ΑΝΤΩΝΙΝΟC ΔΙΑΔΟVMENIANOC","Bust of Diadumenianus r.","ANAZAPB ENΔΟΞΜΗΤΡΟΠΡΩΜ ΤΡΟ ΚΕΚ ΓΒ","Two Nike figures standing face to face, holding a shield placed on a cippe","AE","","","16.13","Wadd. 4132. - Ziegler, Anazarbos, 340, 2.","http://web3.forest.usf.edu/main/other/severan/images/db/2413a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2413b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2413c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2413d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2413e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2413f.jpg"
"2429","http://web3.forest.usf.edu/main/other/severan/spc/2429/","2429","Asia Minor","Αnazarbus","France","2072","221/222","240","","","AV K M AVP ANTΩΝΕΙΝΟC CEB","Bust of Elagabalus r., dressed as a demiurge","ΑΝΑΖ ENΔΟΞ Μ(symbol)ΤΡΟΠ ΤΡΟΠΕ ΑΜΚ ΓΒ ΕΤ ΜC","Elagabalus standing l., holding a patera; in front of him, a trophy and a lighted altar","AE","","","16.62","Symbol in Rev. legend shown below in Monogram RE1, looks like H
Wadd. 4136. - Ziegler, Anazarbos, 465, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2429a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2429b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2429c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2429d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2429e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2429f.jpg"
"2451","http://web3.forest.usf.edu/main/other/severan/spc/2451/","2451","Asia Minor","Αnazarbus","France","2094","230/231","249","","","AVT K M AV CEOV AΛΕΞΑΝΔΡΟC CE","Laur. head of Severus Alexander r.","ANAZAPBOV MHTPOΠ ΓΒ ΕΤ ΘΜC","Facade of a temple with seven columns; on the pediment, a star","AE","","","10.07","Wadd. 4146 - Ziegler, Anazarbos, 576, 1. Rev. Same coin as SNG Levante 1477 (Mamaea)","http://web3.forest.usf.edu/main/other/severan/images/db/2451a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2451b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2451c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2451d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2451e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2451f.jpg"
"2343","http://web3.forest.usf.edu/main/other/severan/spc/2343/","2343","Asia Minor","Tarsus","France","1563","218-222","","","","AVT KAI M AVP ANTΩNEINOC","Laur. bust of Elagabalus r.; above, a star","On the circumference, TAPCOV THC MHTPOΠΟΛΕ ΓΒ; ΔΗΜΙ","Crown of the demiurge inscribed with ΔΗΜΙ","AE","","","8.83","Wadd. 4643.","http://web3.forest.usf.edu/main/other/severan/images/db/2343a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2343b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2343c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2343d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2343e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2343f.jpg"
